,ensembl_gene_id,ensembl_gene_id_version,ensembl_peptide_id,ensembl_peptide_id_version,description,chromosome_name,start_position,end_position,strand,band,external_gene_name,external_gene_source,percentage_gene_gc_content,gene_biotype,source,version,peptide_version,external_synonym,phenotype_description,source_name,p_value,DOID_match,DOID_ClassID,DOID_synonims
14,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,Chronic lymphocytic leukemia,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_1040,"['B-cell chronic lymphoid leukemia', 'lymphoplasmacytic leukemia', 'lymphoplasmacytic leukaemia', 'chronic lymphocytic leukaemia', 'chronic lymphatic leukemia', 'chronic lymphatic leukaemia', 'CLL', 'B-cell chronic lymphocytic leukemia', 'B-cell chronic lymphocytic leukaemia', 'chronic lymphocytic leukemia']"
15,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,Clear cell renal carcinoma,Cancer Gene Census,,False,,
16,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,colon adenocarcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_234,"['adenocarcinoma of the colon', 'adenocarcinoma of colon', 'Colonic adenocarcinoma', 'colon adenocarcinoma']"
17,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,colorectal adenocarcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_0050861,"['nan', 'colorectal adenocarcinoma']"
18,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,gastric adenocarcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_3717,"['stomach adenocarcinoma', 'adenocarcinoma of stomach', 'gastric adenocarcinoma']"
19,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,head and neck squamous cell carcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_5520,"['squamous cell carcinomas of head and neck', 'squamous cell carcinoma of the head and neck', 'carcinoma of the head and neck', 'head and neck squamous cell carcinoma']"
20,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,Hepatocellular Carcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_684,"['Hepatoma', 'hepatocellular carcinoma']"
21,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,kidney neoplasm,Cancer Gene Census,,False,,
22,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,lobular breast carcinoma,Cancer Gene Census,,False,,
23,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,Lung adenocarcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_3910,"['adenocarcinoma of lung', 'nonsmall cell adenocarcinoma', 'bronchogenic lung adenocarcinoma', 'lung adenocarcinoma']"
24,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,Lung carcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_3905,"['carcinoma of lung', 'cancer of lung', 'lung carcinoma']"
25,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,lymphoid neoplasm,Cancer Gene Census,,False,,
26,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,Melanoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_1909,"['malignant melanoma', 'Naevocarcinoma', 'melanoma']"
27,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,pancreatic carcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_4905,"['exocrine cancer', 'Pancreatic carcinoma, familial', 'carcinoma of pancreas', 'Exocrine pancreas carcinoma', 'pancreatic carcinoma']"
28,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,pancreatic ductal adenocarcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_3498,"['ductal adenocarcinoma of the pancreas', 'pancreatic ductal adenocarcinoma']"
29,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,pancreatic neuroendocrine tumor,Cancer Gene Census,,False,,
30,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,prostate adenocarcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_2526,"['nan', 'prostate adenocarcinoma']"
31,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,prostate carcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_10286,"['carcinoma of prostate', 'cancer of prostate', 'prostate carcinoma']"
32,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,rectal adenocarcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_1996,"['Rectal adenocarcinoma', 'rectum adenocarcinoma']"
33,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,skin carcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_3451,"['carcinoma of skin', 'skin carcinoma']"
34,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,Small cell lung carcinoma,Cancer Gene Census,,False,,
35,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,soft tissue sarcoma,Cancer Gene Census,,False,,
36,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,squamous cell lung carcinoma,Cancer Gene Census,,False,,
37,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GOPP1,thyroid carcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_3963,"['head and neck cancer, Thyroid', 'Thyroid carcinoma', 'thyroid gland carcinoma']"
38,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,Endometrial Endometrioid Adenocarcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_2870,"['endometrioid carcinoma of Endometrium', 'endometrioid adenomas and carcinomas', 'endometrioid adenoma or carcinoma', 'endometrial endometrioid adenocarcinoma with squamous differentiation', 'endometrial endometrioid adenocarcinoma', 'endometrial adenoacanthoma', 'adenocarcinoma of uterus', 'adenocarcinoma of the Endometrium', 'adenocarcinoma of endometrium', 'endometrial adenocarcinoma']"
39,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,Hepatobiliary Neoplasm,Cancer Gene Census,,False,,
40,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,ND,Cancer Gene Census,,False,,
41,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation,Cancer Gene Census,,False,,
42,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,Uterine Carcinosarcoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_6171,"['mixed mullerian sarcoma of uterus', 'uterine carcinosarcoma']"
43,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,Acute myeloid leukemia,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_9119,"['acute myeloid leukaemia', 'acute myelogenous leukemia', 'acute myelogenous leukaemia', 'acute myeloblastic leukemia', 'acute myeloblastic leukaemia', 'Leukemia, Myelocytic, acute', 'AML - acute Myeloid Leukemia', 'acute myeloid leukemia']"
44,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,Anaplastic astrocytoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_3078,"['grade III astrocytoma', 'grade III Astrocytic tumor', 'anaplastic astrocytoma']"
45,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,bile duct carcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_4897,"['nan', 'bile duct carcinoma']"
46,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,bladder transitional cell carcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_4006,"['urothelial bladder carcinoma', 'urinary bladder urothelial carcinoma', 'transitional cell carcinoma of bladder', 'bladder transitional cell carcinoma', 'bladder urothelial carcinoma']"
47,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,brain glioblastoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_3073,"['brain Glioblastoma', 'Glioblastoma multiforme of brain', 'brain glioblastoma multiforme']"
48,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,Breast carcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_3459,"['carcinoma of breast', 'Mammary carcinoma', 'breast carcinoma']"
49,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,breast ductal adenocarcinoma,Cancer Gene Census,,False,,
50,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,cecum adenocarcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_3039,"['Cecal adenocarcinoma', 'cecum adenocarcinoma']"
51,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,cervical squamous cell carcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_3744,"['squamous cell carcinoma of the Cervix Uteri', 'squamous cell carcinoma of cervix', 'cervical squamous cell carcinoma']"
52,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,Chronic lymphocytic leukemia,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_1040,"['B-cell chronic lymphoid leukemia', 'lymphoplasmacytic leukemia', 'lymphoplasmacytic leukaemia', 'chronic lymphocytic leukaemia', 'chronic lymphatic leukemia', 'chronic lymphatic leukaemia', 'CLL', 'B-cell chronic lymphocytic leukemia', 'B-cell chronic lymphocytic leukaemia', 'chronic lymphocytic leukemia']"
53,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,Clear cell renal carcinoma,Cancer Gene Census,,False,,
54,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,colon adenocarcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_234,"['adenocarcinoma of the colon', 'adenocarcinoma of colon', 'Colonic adenocarcinoma', 'colon adenocarcinoma']"
55,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,colorectal adenocarcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_0050861,"['nan', 'colorectal adenocarcinoma']"
56,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,gastric adenocarcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_3717,"['stomach adenocarcinoma', 'adenocarcinoma of stomach', 'gastric adenocarcinoma']"
57,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,head and neck squamous cell carcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_5520,"['squamous cell carcinomas of head and neck', 'squamous cell carcinoma of the head and neck', 'carcinoma of the head and neck', 'head and neck squamous cell carcinoma']"
58,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,Hepatocellular Carcinoma,Cancer Gene Census,,True,http://purl.obolibrary.org/obo/DOID_684,"['Hepatoma', 'hepatocellular carcinoma']"
59,ENSG00000113384,ENSG00000113384.14,ENSP00000265070,ENSP00000265070.6,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452],5,32124716,32174319,-1,p13.3,GOLPH3,HGNC Symbol,41.09,protein_coding,ensembl_havana,14,6.0,GPP34,kidney neoplasm,Cancer Gene Census,,False,,
